Entity,Code,Day,temperature_anomaly
World,OWID_WRL,6/15/1901,-0.12
World,OWID_WRL,7/15/1901,-0.14
World,OWID_WRL,8/15/1901,-0.21
World,OWID_WRL,9/15/1901,-0.22
World,OWID_WRL,10/15/1901,-0.29
World,OWID_WRL,11/15/1901,-0.18
World,OWID_WRL,12/15/1901,-0.27
World,OWID_WRL,1/15/1902,-0.17
World,OWID_WRL,2/15/1902,-0.07
World,OWID_WRL,3/15/1902,-0.28
World,OWID_WRL,4/15/1902,-0.28
World,OWID_WRL,5/15/1902,-0.32
World,OWID_WRL,6/15/1902,-0.3
World,OWID_WRL,7/15/1902,-0.28
World,OWID_WRL,8/15/1902,-0.3
World,OWID_WRL,9/15/1902,-0.29
World,OWID_WRL,10/15/1902,-0.29
World,OWID_WRL,11/15/1902,-0.35
World,OWID_WRL,12/15/1902,-0.41
World,OWID_WRL,1/15/1903,-0.23
World,OWID_WRL,2/15/1903,-0.05
World,OWID_WRL,3/15/1903,-0.23
World,OWID_WRL,4/15/1903,-0.41
World,OWID_WRL,5/15/1903,-0.4
World,OWID_WRL,6/15/1903,-0.42
World,OWID_WRL,7/15/1903,-0.35
World,OWID_WRL,8/15/1903,-0.46
World,OWID_WRL,9/15/1903,-0.5
World,OWID_WRL,10/15/1903,-0.48
World,OWID_WRL,11/15/1903,-0.43
World,OWID_WRL,12/15/1903,-0.51
World,OWID_WRL,1/15/1904,-0.64
World,OWID_WRL,2/15/1904,-0.58
World,OWID_WRL,3/15/1904,-0.48
World,OWID_WRL,4/15/1904,-0.5
World,OWID_WRL,5/15/1904,-0.52
World,OWID_WRL,6/15/1904,-0.48
World,OWID_WRL,7/15/1904,-0.51
World,OWID_WRL,8/15/1904,-0.49
World,OWID_WRL,9/15/1904,-0.56
World,OWID_WRL,10/15/1904,-0.39
World,OWID_WRL,11/15/1904,-0.18
World,OWID_WRL,12/15/1904,-0.33
World,OWID_WRL,1/15/1905,-0.35
World,OWID_WRL,2/15/1905,-0.59
World,OWID_WRL,3/15/1905,-0.22
World,OWID_WRL,4/15/1905,-0.34
World,OWID_WRL,5/15/1905,-0.29
World,OWID_WRL,6/15/1905,-0.28
World,OWID_WRL,7/15/1905,-0.26
World,OWID_WRL,8/15/1905,-0.2
World,OWID_WRL,9/15/1905,-0.19
World,OWID_WRL,10/15/1905,-0.25
World,OWID_WRL,11/15/1905,-0.07
World,OWID_WRL,12/15/1905,-0.13
World,OWID_WRL,1/15/1906,-0.28
World,OWID_WRL,2/15/1906,-0.3
World,OWID_WRL,3/15/1906,-0.19
World,OWID_WRL,4/15/1906,-0.05
World,OWID_WRL,5/15/1906,-0.26
World,OWID_WRL,6/15/1906,-0.2
World,OWID_WRL,7/15/1906,-0.23
World,OWID_WRL,8/15/1906,-0.2
World,OWID_WRL,9/15/1906,-0.29
World,OWID_WRL,10/15/1906,-0.2
World,OWID_WRL,11/15/1906,-0.37
World,OWID_WRL,12/15/1906,-0.15
World,OWID_WRL,1/15/1907,-0.43
World,OWID_WRL,2/15/1907,-0.51
World,OWID_WRL,3/15/1907,-0.27
World,OWID_WRL,4/15/1907,-0.37
World,OWID_WRL,5/15/1907,-0.46
World,OWID_WRL,6/15/1907,-0.42
World,OWID_WRL,7/15/1907,-0.35
World,OWID_WRL,8/15/1907,-0.34
World,OWID_WRL,9/15/1907,-0.34
World,OWID_WRL,10/15/1907,-0.23
World,OWID_WRL,11/15/1907,-0.46
World,OWID_WRL,12/15/1907,-0.47
World,OWID_WRL,1/15/1908,-0.45
World,OWID_WRL,2/15/1908,-0.32
World,OWID_WRL,3/15/1908,-0.55
World,OWID_WRL,4/15/1908,-0.44
World,OWID_WRL,5/15/1908,-0.37
World,OWID_WRL,6/15/1908,-0.38
World,OWID_WRL,7/15/1908,-0.35
World,OWID_WRL,8/15/1908,-0.46
World,OWID_WRL,9/15/1908,-0.36
World,OWID_WRL,10/15/1908,-0.44
World,OWID_WRL,11/15/1908,-0.51
World,OWID_WRL,12/15/1908,-0.49
World,OWID_WRL,1/15/1909,-0.72
World,OWID_WRL,2/15/1909,-0.46
World,OWID_WRL,3/15/1909,-0.55
World,OWID_WRL,4/15/1909,-0.59
World,OWID_WRL,5/15/1909,-0.54
World,OWID_WRL,6/15/1909,-0.52
World,OWID_WRL,7/15/1909,-0.45
World,OWID_WRL,8/15/1909,-0.33
World,OWID_WRL,9/15/1909,-0.39
World,OWID_WRL,10/15/1909,-0.39
World,OWID_WRL,11/15/1909,-0.31
World,OWID_WRL,12/15/1909,-0.56
World,OWID_WRL,1/15/1910,-0.41
World,OWID_WRL,2/15/1910,-0.41
World,OWID_WRL,3/15/1910,-0.5
World,OWID_WRL,4/15/1910,-0.43
World,OWID_WRL,5/15/1910,-0.34
World,OWID_WRL,6/15/1910,-0.39
World,OWID_WRL,7/15/1910,-0.35
World,OWID_WRL,8/15/1910,-0.37
World,OWID_WRL,9/15/1910,-0.39
World,OWID_WRL,10/15/1910,-0.41
World,OWID_WRL,11/15/1910,-0.55
World,OWID_WRL,12/15/1910,-0.67
World,OWID_WRL,1/15/1911,-0.62
World,OWID_WRL,2/15/1911,-0.57
World,OWID_WRL,3/15/1911,-0.61
World,OWID_WRL,4/15/1911,-0.53
World,OWID_WRL,5/15/1911,-0.51
World,OWID_WRL,6/15/1911,-0.5
World,OWID_WRL,7/15/1911,-0.41
World,OWID_WRL,8/15/1911,-0.44
World,OWID_WRL,9/15/1911,-0.4
World,OWID_WRL,10/15/1911,-0.26
World,OWID_WRL,11/15/1911,-0.2
World,OWID_WRL,12/15/1911,-0.21
World,OWID_WRL,1/15/1912,-0.25
World,OWID_WRL,2/15/1912,-0.14
World,OWID_WRL,3/15/1912,-0.38
World,OWID_WRL,4/15/1912,-0.17
World,OWID_WRL,5/15/1912,-0.21
World,OWID_WRL,6/15/1912,-0.23
World,OWID_WRL,7/15/1912,-0.42
World,OWID_WRL,8/15/1912,-0.54
World,OWID_WRL,9/15/1912,-0.58
World,OWID_WRL,10/15/1912,-0.57
World,OWID_WRL,11/15/1912,-0.38
World,OWID_WRL,12/15/1912,-0.43
World,OWID_WRL,1/15/1913,-0.4
World,OWID_WRL,2/15/1913,-0.45
World,OWID_WRL,3/15/1913,-0.42
World,OWID_WRL,4/15/1913,-0.39
World,OWID_WRL,5/15/1913,-0.44
World,OWID_WRL,6/15/1913,-0.45
World,OWID_WRL,7/15/1913,-0.36
World,OWID_WRL,8/15/1913,-0.34
World,OWID_WRL,9/15/1913,-0.35
World,OWID_WRL,10/15/1913,-0.32
World,OWID_WRL,11/15/1913,-0.19
World,OWID_WRL,12/15/1913,-0.02
World,OWID_WRL,1/15/1914,0.05
World,OWID_WRL,2/15/1914,-0.09
World,OWID_WRL,3/15/1914,-0.24
World,OWID_WRL,4/15/1914,-0.29
World,OWID_WRL,5/15/1914,-0.21
World,OWID_WRL,6/15/1914,-0.25
World,OWID_WRL,7/15/1914,-0.23
World,OWID_WRL,8/15/1914,-0.16
World,OWID_WRL,9/15/1914,-0.17
World,OWID_WRL,10/15/1914,-0.03
World,OWID_WRL,11/15/1914,-0.15
World,OWID_WRL,12/15/1914,-0.04
World,OWID_WRL,1/15/1915,-0.2
World,OWID_WRL,2/15/1915,-0.03
World,OWID_WRL,3/15/1915,-0.1
World,OWID_WRL,4/15/1915,0.06
World,OWID_WRL,5/15/1915,-0.06
World,OWID_WRL,6/15/1915,-0.22
World,OWID_WRL,7/15/1915,-0.12
World,OWID_WRL,8/15/1915,-0.22
World,OWID_WRL,9/15/1915,-0.21
World,OWID_WRL,10/15/1915,-0.24
World,OWID_WRL,11/15/1915,-0.13
World,OWID_WRL,12/15/1915,-0.22
World,OWID_WRL,1/15/1916,-0.12
World,OWID_WRL,2/15/1916,-0.14
World,OWID_WRL,3/15/1916,-0.28
World,OWID_WRL,4/15/1916,-0.3
World,OWID_WRL,5/15/1916,-0.34
World,OWID_WRL,6/15/1916,-0.49
World,OWID_WRL,7/15/1916,-0.37
World,OWID_WRL,8/15/1916,-0.28
World,OWID_WRL,9/15/1916,-0.36
World,OWID_WRL,10/15/1916,-0.33
World,OWID_WRL,11/15/1916,-0.46
World,OWID_WRL,12/15/1916,-0.82
World,OWID_WRL,1/15/1917,-0.58
World,OWID_WRL,2/15/1917,-0.63
World,OWID_WRL,3/15/1917,-0.63
World,OWID_WRL,4/15/1917,-0.55
World,OWID_WRL,5/15/1917,-0.55
World,OWID_WRL,6/15/1917,-0.44
World,OWID_WRL,7/15/1917,-0.25
World,OWID_WRL,8/15/1917,-0.22
World,OWID_WRL,9/15/1917,-0.23
World,OWID_WRL,10/15/1917,-0.44
World,OWID_WRL,11/15/1917,-0.33
World,OWID_WRL,12/15/1917,-0.67
World,OWID_WRL,1/15/1918,-0.47
World,OWID_WRL,2/15/1918,-0.34
World,OWID_WRL,3/15/1918,-0.25
World,OWID_WRL,4/15/1918,-0.44
World,OWID_WRL,5/15/1918,-0.43
World,OWID_WRL,6/15/1918,-0.37
World,OWID_WRL,7/15/1918,-0.32
World,OWID_WRL,8/15/1918,-0.32
World,OWID_WRL,9/15/1918,-0.18
World,OWID_WRL,10/15/1918,-0.06
World,OWID_WRL,11/15/1918,-0.11
World,OWID_WRL,12/15/1918,-0.29
World,OWID_WRL,1/15/1919,-0.2
World,OWID_WRL,2/15/1919,-0.24
World,OWID_WRL,3/15/1919,-0.21
World,OWID_WRL,4/15/1919,-0.12
World,OWID_WRL,5/15/1919,-0.28
World,OWID_WRL,6/15/1919,-0.36
World,OWID_WRL,7/15/1919,-0.29
World,OWID_WRL,8/15/1919,-0.33
World,OWID_WRL,9/15/1919,-0.26
World,OWID_WRL,10/15/1919,-0.2
World,OWID_WRL,11/15/1919,-0.41
World,OWID_WRL,12/15/1919,-0.42
World,OWID_WRL,1/15/1920,-0.24
World,OWID_WRL,2/15/1920,-0.27
World,OWID_WRL,3/15/1920,-0.12
World,OWID_WRL,4/15/1920,-0.24
World,OWID_WRL,5/15/1920,-0.27
World,OWID_WRL,6/15/1920,-0.36
World,OWID_WRL,7/15/1920,-0.3
World,OWID_WRL,8/15/1920,-0.27
World,OWID_WRL,9/15/1920,-0.22
World,OWID_WRL,10/15/1920,-0.27
World,OWID_WRL,11/15/1920,-0.27
World,OWID_WRL,12/15/1920,-0.46
World,OWID_WRL,1/15/1921,-0.05
World,OWID_WRL,2/15/1921,-0.18
World,OWID_WRL,3/15/1921,-0.24
World,OWID_WRL,4/15/1921,-0.3
World,OWID_WRL,5/15/1921,-0.3
World,OWID_WRL,6/15/1921,-0.28
World,OWID_WRL,7/15/1921,-0.15
World,OWID_WRL,8/15/1921,-0.26
World,OWID_WRL,9/15/1921,-0.19
World,OWID_WRL,10/15/1921,-0.04
World,OWID_WRL,11/15/1921,-0.14
World,OWID_WRL,12/15/1921,-0.18
World,OWID_WRL,1/15/1922,-0.33
World,OWID_WRL,2/15/1922,-0.44
World,OWID_WRL,3/15/1922,-0.15
World,OWID_WRL,4/15/1922,-0.23
World,OWID_WRL,5/15/1922,-0.34
World,OWID_WRL,6/15/1922,-0.31
World,OWID_WRL,7/15/1922,-0.27
World,OWID_WRL,8/15/1922,-0.33
World,OWID_WRL,9/15/1922,-0.36
World,OWID_WRL,10/15/1922,-0.33
World,OWID_WRL,11/15/1922,-0.15
World,OWID_WRL,12/15/1922,-0.19
World,OWID_WRL,1/15/1923,-0.28
World,OWID_WRL,2/15/1923,-0.39
World,OWID_WRL,3/15/1923,-0.34
World,OWID_WRL,4/15/1923,-0.41
World,OWID_WRL,5/15/1923,-0.33
World,OWID_WRL,6/15/1923,-0.29
World,OWID_WRL,7/15/1923,-0.31
World,OWID_WRL,8/15/1923,-0.33
World,OWID_WRL,9/15/1923,-0.31
World,OWID_WRL,10/15/1923,-0.14
World,OWID_WRL,11/15/1923,-0.02
World,OWID_WRL,12/15/1923,-0.05
World,OWID_WRL,1/15/1924,-0.23
World,OWID_WRL,2/15/1924,-0.24
World,OWID_WRL,3/15/1924,-0.08
World,OWID_WRL,4/15/1924,-0.31
World,OWID_WRL,5/15/1924,-0.18
World,OWID_WRL,6/15/1924,-0.26
World,OWID_WRL,7/15/1924,-0.29
World,OWID_WRL,8/15/1924,-0.36
World,OWID_WRL,9/15/1924,-0.32
World,OWID_WRL,10/15/1924,-0.35
World,OWID_WRL,11/15/1924,-0.21
World,OWID_WRL,12/15/1924,-0.43
World,OWID_WRL,1/15/1925,-0.38
World,OWID_WRL,2/15/1925,-0.4
World,OWID_WRL,3/15/1925,-0.28
World,OWID_WRL,4/15/1925,-0.25
World,OWID_WRL,5/15/1925,-0.29
World,OWID_WRL,6/15/1925,-0.33
World,OWID_WRL,7/15/1925,-0.27
World,OWID_WRL,8/15/1925,-0.2
World,OWID_WRL,9/15/1925,-0.19
World,OWID_WRL,10/15/1925,-0.17
World,OWID_WRL,11/15/1925,0.05
World,OWID_WRL,12/15/1925,0.06
World,OWID_WRL,1/15/1926,0.21
World,OWID_WRL,2/15/1926,0.03
World,OWID_WRL,3/15/1926,0.11
World,OWID_WRL,4/15/1926,-0.12
World,OWID_WRL,5/15/1926,-0.24
World,OWID_WRL,6/15/1926,-0.26
World,OWID_WRL,7/15/1926,-0.27
World,OWID_WRL,8/15/1926,-0.13
World,OWID_WRL,9/15/1926,-0.14
World,OWID_WRL,10/15/1926,-0.11
World,OWID_WRL,11/15/1926,-0.06
World,OWID_WRL,12/15/1926,-0.29
World,OWID_WRL,1/15/1927,-0.27
World,OWID_WRL,2/15/1927,-0.18
World,OWID_WRL,3/15/1927,-0.38
World,OWID_WRL,4/15/1927,-0.3
World,OWID_WRL,5/15/1927,-0.25
World,OWID_WRL,6/15/1927,-0.27
World,OWID_WRL,7/15/1927,-0.18
World,OWID_WRL,8/15/1927,-0.24
World,OWID_WRL,9/15/1927,-0.13
World,OWID_WRL,10/15/1927,-0.01
World,OWID_WRL,11/15/1927,-0.06
World,OWID_WRL,12/15/1927,-0.33
World,OWID_WRL,1/15/1928,-0.02
World,OWID_WRL,2/15/1928,-0.09
World,OWID_WRL,3/15/1928,-0.25
World,OWID_WRL,4/15/1928,-0.28
World,OWID_WRL,5/15/1928,-0.3
World,OWID_WRL,6/15/1928,-0.39
World,OWID_WRL,7/15/1928,-0.19
World,OWID_WRL,8/15/1928,-0.23
World,OWID_WRL,9/15/1928,-0.22
World,OWID_WRL,10/15/1928,-0.19
World,OWID_WRL,11/15/1928,-0.09
World,OWID_WRL,12/15/1928,-0.16
World,OWID_WRL,1/15/1929,-0.45
World,OWID_WRL,2/15/1929,-0.58
World,OWID_WRL,3/15/1929,-0.33
World,OWID_WRL,4/15/1929,-0.41
World,OWID_WRL,5/15/1929,-0.38
World,OWID_WRL,6/15/1929,-0.44
World,OWID_WRL,7/15/1929,-0.37
World,OWID_WRL,8/15/1929,-0.32
World,OWID_WRL,9/15/1929,-0.25
World,OWID_WRL,10/15/1929,-0.14
World,OWID_WRL,11/15/1929,-0.11
World,OWID_WRL,12/15/1929,-0.54
World,OWID_WRL,1/15/1930,-0.29
World,OWID_WRL,2/15/1930,-0.27
World,OWID_WRL,3/15/1930,-0.11
World,OWID_WRL,4/15/1930,-0.25
World,OWID_WRL,5/15/1930,-0.24
World,OWID_WRL,6/15/1930,-0.22
World,OWID_WRL,7/15/1930,-0.21
World,OWID_WRL,8/15/1930,-0.15
World,OWID_WRL,9/15/1930,-0.16
World,OWID_WRL,10/15/1930,-0.12
World,OWID_WRL,11/15/1930,0.18
World,OWID_WRL,12/15/1930,-0.05
World,OWID_WRL,1/15/1931,-0.1
World,OWID_WRL,2/15/1931,-0.21
World,OWID_WRL,3/15/1931,-0.1
World,OWID_WRL,4/15/1931,-0.23
World,OWID_WRL,5/15/1931,-0.19
World,OWID_WRL,6/15/1931,-0.08
World,OWID_WRL,7/15/1931,-0.04
World,OWID_WRL,8/15/1931,-0.04
World,OWID_WRL,9/15/1931,-0.07
World,OWID_WRL,10/15/1931,0.05
World,OWID_WRL,11/15/1931,-0.05
World,OWID_WRL,12/15/1931,-0.05
World,OWID_WRL,1/15/1932,0.15
World,OWID_WRL,2/15/1932,-0.17
World,OWID_WRL,3/15/1932,-0.18
World,OWID_WRL,4/15/1932,-0.05
World,OWID_WRL,5/15/1932,-0.17
World,OWID_WRL,6/15/1932,-0.28
World,OWID_WRL,7/15/1932,-0.24
World,OWID_WRL,8/15/1932,-0.22
World,OWID_WRL,9/15/1932,-0.11
World,OWID_WRL,10/15/1932,-0.09
World,OWID_WRL,11/15/1932,-0.27
World,OWID_WRL,12/15/1932,-0.25
World,OWID_WRL,1/15/1933,-0.23
World,OWID_WRL,2/15/1933,-0.29
World,OWID_WRL,3/15/1933,-0.29
World,OWID_WRL,4/15/1933,-0.24
World,OWID_WRL,5/15/1933,-0.29
World,OWID_WRL,6/15/1933,-0.34
World,OWID_WRL,7/15/1933,-0.21
World,OWID_WRL,8/15/1933,-0.23
World,OWID_WRL,9/15/1933,-0.29
World,OWID_WRL,10/15/1933,-0.25
World,OWID_WRL,11/15/1933,-0.31
World,OWID_WRL,12/15/1933,-0.44
World,OWID_WRL,1/15/1934,-0.21
World,OWID_WRL,2/15/1934,-0.02
World,OWID_WRL,3/15/1934,-0.29
World,OWID_WRL,4/15/1934,-0.3
World,OWID_WRL,5/15/1934,-0.09
World,OWID_WRL,6/15/1934,-0.15
World,OWID_WRL,7/15/1934,-0.1
World,OWID_WRL,8/15/1934,-0.12
World,OWID_WRL,9/15/1934,-0.15
World,OWID_WRL,10/15/1934,-0.06
World,OWID_WRL,11/15/1934,0.04
World,OWID_WRL,12/15/1934,-0.02
World,OWID_WRL,1/15/1935,-0.33
World,OWID_WRL,2/15/1935,0.14
World,OWID_WRL,3/15/1935,-0.14
World,OWID_WRL,4/15/1935,-0.37
World,OWID_WRL,5/15/1935,-0.29
World,OWID_WRL,6/15/1935,-0.27
World,OWID_WRL,7/15/1935,-0.21
World,OWID_WRL,8/15/1935,-0.22
World,OWID_WRL,9/15/1935,-0.21
World,OWID_WRL,10/15/1935,-0.06
World,OWID_WRL,11/15/1935,-0.26
World,OWID_WRL,12/15/1935,-0.17
World,OWID_WRL,1/15/1936,-0.27
World,OWID_WRL,2/15/1936,-0.38
World,OWID_WRL,3/15/1936,-0.21
World,OWID_WRL,4/15/1936,-0.2
World,OWID_WRL,5/15/1936,-0.16
World,OWID_WRL,6/15/1936,-0.22
World,OWID_WRL,7/15/1936,-0.1
World,OWID_WRL,8/15/1936,-0.13
World,OWID_WRL,9/15/1936,-0.09
World,OWID_WRL,10/15/1936,-0.03
World,OWID_WRL,11/15/1936,0.02
World,OWID_WRL,12/15/1936,0
World,OWID_WRL,1/15/1937,-0.07
World,OWID_WRL,2/15/1937,0.03
World,OWID_WRL,3/15/1937,-0.2
World,OWID_WRL,4/15/1937,-0.15
World,OWID_WRL,5/15/1937,-0.05
World,OWID_WRL,6/15/1937,-0.05
World,OWID_WRL,7/15/1937,-0.03
World,OWID_WRL,8/15/1937,0.01
World,OWID_WRL,9/15/1937,0.09
World,OWID_WRL,10/15/1937,0.09
World,OWID_WRL,11/15/1937,0.09
World,OWID_WRL,12/15/1937,-0.07
World,OWID_WRL,1/15/1938,0.08
World,OWID_WRL,2/15/1938,0.04
World,OWID_WRL,3/15/1938,0.1
World,OWID_WRL,4/15/1938,0.06
World,OWID_WRL,5/15/1938,-0.09
World,OWID_WRL,6/15/1938,-0.17
World,OWID_WRL,7/15/1938,-0.09
World,OWID_WRL,8/15/1938,-0.05
World,OWID_WRL,9/15/1938,0.01
World,OWID_WRL,10/15/1938,0.15
World,OWID_WRL,11/15/1938,0.08
World,OWID_WRL,12/15/1938,-0.12
World,OWID_WRL,1/15/1939,-0.05
World,OWID_WRL,2/15/1939,-0.06
World,OWID_WRL,3/15/1939,-0.17
World,OWID_WRL,4/15/1939,-0.09
World,OWID_WRL,5/15/1939,-0.04
World,OWID_WRL,6/15/1939,-0.07
World,OWID_WRL,7/15/1939,-0.05
World,OWID_WRL,8/15/1939,-0.06
World,OWID_WRL,9/15/1939,-0.07
World,OWID_WRL,10/15/1939,-0.03
World,OWID_WRL,11/15/1939,0.07
World,OWID_WRL,12/15/1939,0.44
World,OWID_WRL,1/15/1940,0
World,OWID_WRL,2/15/1940,0.08
World,OWID_WRL,3/15/1940,0.1
World,OWID_WRL,4/15/1940,0.18
World,OWID_WRL,5/15/1940,0.11
World,OWID_WRL,6/15/1940,0.11
World,OWID_WRL,7/15/1940,0.13
World,OWID_WRL,8/15/1940,0.07
World,OWID_WRL,9/15/1940,0.15
World,OWID_WRL,10/15/1940,0.12
World,OWID_WRL,11/15/1940,0.17
World,OWID_WRL,12/15/1940,0.32
World,OWID_WRL,1/15/1941,0.18
World,OWID_WRL,2/15/1941,0.31
World,OWID_WRL,3/15/1941,0.1
World,OWID_WRL,4/15/1941,0.16
World,OWID_WRL,5/15/1941,0.17
World,OWID_WRL,6/15/1941,0.13
World,OWID_WRL,7/15/1941,0.22
World,OWID_WRL,8/15/1941,0.15
World,OWID_WRL,9/15/1941,0.02
World,OWID_WRL,10/15/1941,0.35
World,OWID_WRL,11/15/1941,0.23
World,OWID_WRL,12/15/1941,0.22
World,OWID_WRL,1/15/1942,0.29
World,OWID_WRL,2/15/1942,0.02
World,OWID_WRL,3/15/1942,0.05
World,OWID_WRL,4/15/1942,0.09
World,OWID_WRL,5/15/1942,0.11
World,OWID_WRL,6/15/1942,0.05
World,OWID_WRL,7/15/1942,0.01
World,OWID_WRL,8/15/1942,-0.04
World,OWID_WRL,9/15/1942,-0.03
World,OWID_WRL,10/15/1942,0.02
World,OWID_WRL,11/15/1942,0.1
World,OWID_WRL,12/15/1942,0.13
World,OWID_WRL,1/15/1943,-0.01
World,OWID_WRL,2/15/1943,0.17
World,OWID_WRL,3/15/1943,-0.03
World,OWID_WRL,4/15/1943,0.11
World,OWID_WRL,5/15/1943,0.07
World,OWID_WRL,6/15/1943,-0.05
World,OWID_WRL,7/15/1943,0.08
World,OWID_WRL,8/15/1943,0.01
World,OWID_WRL,9/15/1943,0.05
World,OWID_WRL,10/15/1943,0.23
World,OWID_WRL,11/15/1943,0.2
World,OWID_WRL,12/15/1943,0.24
World,OWID_WRL,1/15/1944,0.36
World,OWID_WRL,2/15/1944,0.24
World,OWID_WRL,3/15/1944,0.26
World,OWID_WRL,4/15/1944,0.19
World,OWID_WRL,5/15/1944,0.19
World,OWID_WRL,6/15/1944,0.16
World,OWID_WRL,7/15/1944,0.18
World,OWID_WRL,8/15/1944,0.18
World,OWID_WRL,9/15/1944,0.28
World,OWID_WRL,10/15/1944,0.26
World,OWID_WRL,11/15/1944,0.11
World,OWID_WRL,12/15/1944,0.04
World,OWID_WRL,1/15/1945,0.1
World,OWID_WRL,2/15/1945,0
World,OWID_WRL,3/15/1945,0.06
World,OWID_WRL,4/15/1945,0.19
World,OWID_WRL,5/15/1945,0.06
World,OWID_WRL,6/15/1945,0
World,OWID_WRL,7/15/1945,0.04
World,OWID_WRL,8/15/1945,0.26
World,OWID_WRL,9/15/1945,0.2
World,OWID_WRL,10/15/1945,0.18
World,OWID_WRL,11/15/1945,0.07
World,OWID_WRL,12/15/1945,-0.07
World,OWID_WRL,1/15/1946,0.15
World,OWID_WRL,2/15/1946,0.03
World,OWID_WRL,3/15/1946,0.01
World,OWID_WRL,4/15/1946,0.05
World,OWID_WRL,5/15/1946,-0.07
World,OWID_WRL,6/15/1946,-0.21
World,OWID_WRL,7/15/1946,-0.12
World,OWID_WRL,8/15/1946,-0.2
World,OWID_WRL,9/15/1946,-0.08
World,OWID_WRL,10/15/1946,-0.08
World,OWID_WRL,11/15/1946,-0.05
World,OWID_WRL,12/15/1946,-0.31
World,OWID_WRL,1/15/1947,-0.07
World,OWID_WRL,2/15/1947,-0.08
World,OWID_WRL,3/15/1947,0.06
World,OWID_WRL,4/15/1947,0.06
World,OWID_WRL,5/15/1947,-0.02
World,OWID_WRL,6/15/1947,-0.02
World,OWID_WRL,7/15/1947,-0.04
World,OWID_WRL,8/15/1947,-0.07
World,OWID_WRL,9/15/1947,-0.13
World,OWID_WRL,10/15/1947,0.07
World,OWID_WRL,11/15/1947,0.03
World,OWID_WRL,12/15/1947,-0.13
World,OWID_WRL,1/15/1948,0.06
World,OWID_WRL,2/15/1948,-0.15
World,OWID_WRL,3/15/1948,-0.24
World,OWID_WRL,4/15/1948,-0.12
World,OWID_WRL,5/15/1948,-0.01
World,OWID_WRL,6/15/1948,-0.05
World,OWID_WRL,7/15/1948,-0.11
World,OWID_WRL,8/15/1948,-0.12
World,OWID_WRL,9/15/1948,-0.14
World,OWID_WRL,10/15/1948,-0.05
World,OWID_WRL,11/15/1948,-0.12
World,OWID_WRL,12/15/1948,-0.24
World,OWID_WRL,1/15/1949,0.06
World,OWID_WRL,2/15/1949,-0.14
World,OWID_WRL,3/15/1949,-0.02
World,OWID_WRL,4/15/1949,-0.11
World,OWID_WRL,5/15/1949,-0.1
World,OWID_WRL,6/15/1949,-0.27
World,OWID_WRL,7/15/1949,-0.13
World,OWID_WRL,8/15/1949,-0.13
World,OWID_WRL,9/15/1949,-0.15
World,OWID_WRL,10/15/1949,-0.06
World,OWID_WRL,11/15/1949,-0.1
World,OWID_WRL,12/15/1949,-0.18
World,OWID_WRL,1/15/1950,-0.26
World,OWID_WRL,2/15/1950,-0.27
World,OWID_WRL,3/15/1950,-0.08
World,OWID_WRL,4/15/1950,-0.21
World,OWID_WRL,5/15/1950,-0.11
World,OWID_WRL,6/15/1950,-0.05
World,OWID_WRL,7/15/1950,-0.09
World,OWID_WRL,8/15/1950,-0.16
World,OWID_WRL,9/15/1950,-0.11
World,OWID_WRL,10/15/1950,-0.2
World,OWID_WRL,11/15/1950,-0.34
World,OWID_WRL,12/15/1950,-0.21
World,OWID_WRL,1/15/1951,-0.34
World,OWID_WRL,2/15/1951,-0.42
World,OWID_WRL,3/15/1951,-0.2
World,OWID_WRL,4/15/1951,-0.14
World,OWID_WRL,5/15/1951,0
World,OWID_WRL,6/15/1951,-0.06
World,OWID_WRL,7/15/1951,-0.01
World,OWID_WRL,8/15/1951,0.06
World,OWID_WRL,9/15/1951,0.05
World,OWID_WRL,10/15/1951,0.08
World,OWID_WRL,11/15/1951,-0.01
World,OWID_WRL,12/15/1951,0.16
World,OWID_WRL,1/15/1952,0.11
World,OWID_WRL,2/15/1952,0.11
World,OWID_WRL,3/15/1952,-0.08
World,OWID_WRL,4/15/1952,0.03
World,OWID_WRL,5/15/1952,-0.03
World,OWID_WRL,6/15/1952,-0.03
World,OWID_WRL,7/15/1952,0.04
World,OWID_WRL,8/15/1952,0.05
World,OWID_WRL,9/15/1952,0.07
World,OWID_WRL,10/15/1952,0
World,OWID_WRL,11/15/1952,-0.13
World,OWID_WRL,12/15/1952,-0.02
World,OWID_WRL,1/15/1953,0.07
World,OWID_WRL,2/15/1953,0.15
World,OWID_WRL,3/15/1953,0.11
World,OWID_WRL,4/15/1953,0.19
World,OWID_WRL,5/15/1953,0.12
World,OWID_WRL,6/15/1953,0.12
World,OWID_WRL,7/15/1953,0.01
World,OWID_WRL,8/15/1953,0.05
World,OWID_WRL,9/15/1953,0.04
World,OWID_WRL,10/15/1953,0.08
World,OWID_WRL,11/15/1953,-0.03
World,OWID_WRL,12/15/1953,0.05
World,OWID_WRL,1/15/1954,-0.24
World,OWID_WRL,2/15/1954,-0.1
World,OWID_WRL,3/15/1954,-0.15
World,OWID_WRL,4/15/1954,-0.14
World,OWID_WRL,5/15/1954,-0.2
World,OWID_WRL,6/15/1954,-0.19
World,OWID_WRL,7/15/1954,-0.19
World,OWID_WRL,8/15/1954,-0.17
World,OWID_WRL,9/15/1954,-0.1
World,OWID_WRL,10/15/1954,-0.02
